rel,loc,goals,isar,apply,by,bad,isar_ratio,quality
Bali/DefiniteAssignmentCorrect.thy,4363,57,3115,36,1033,0,0.9886,0.9886
Algebra/Coset.thy,2058,154,935,11,461,0,0.9884,0.9884
Analysis/Bochner_Integration.thy,3334,223,1439,17,658,0,0.9883,0.9883
Transcendental.thy,7783,934,2961,35,1825,0,0.9883,0.9883
Bit_Operations.thy,4199,532,1175,14,819,0,0.9882,0.9882
Analysis/Linear_Algebra.thy,1686,148,583,7,355,0,0.9881,0.9881
Analysis/Bounded_Continuous_Function.thy,318,24,80,1,52,0,0.9877,0.9877
Cardinals/Wellorder_Constructions.thy,767,100,161,2,152,0,0.9877,0.9877
List.thy,9023,1341,2309,29,1778,0,0.9876,0.9876
Analysis/Complex_Analysis_Basics.thy,936,70,229,3,141,0,0.9871,0.9871
Analysis/Urysohn.thy,5954,208,3191,42,1352,0,0.987,0.987
Data_Structures/AVL_Set.thy,347,18,227,3,70,0,0.987,0.987
Decision_Procs/Approximation_Bounds.thy,3102,123,1599,21,653,0,0.987,0.987
Analysis/Infinite_Sum.thy,3683,242,1358,18,684,0,0.9869,0.9869
Set.thy,2044,426,74,1,430,0,0.9867,0.9867
Library/Infinite_Set.thy,643,81,220,3,142,0,0.9865,0.9865
Number_Theory/Cong.thy,852,103,287,4,189,0,0.9863,0.9863
ex/Unification.thy,912,54,429,6,184,0,0.9862,0.9862
Algebra/Complete_Lattice.thy,1199,74,560,8,251,0,0.9859,0.9859
Complex_Analysis/Complex_Singularities.thy,2677,141,1396,20,659,0,0.9859,0.9859
Analysis/FSigma.thy,237,31,69,1,58,0,0.9857,0.9857
Analysis/Further_Topology.thy,5467,163,2932,43,1312,0,0.9855,0.9855
Analysis/Sparse_In.thy,290,34,66,1,51,0,0.9851,0.9851
Complex_Analysis/Great_Picard.thy,1843,18,853,13,370,0,0.985,0.985
Deriv.thy,2514,154,783,12,398,0,0.9849,0.9849
Nominal/Examples/Fsub.thy,1847,98,971,15,477,0,0.9848,0.9848
Algebra/Ring.thy,897,108,257,4,127,0,0.9847,0.9847
Library/Sorting_Algorithms.thy,756,45,387,6,144,0,0.9847,0.9847
Analysis/Abstract_Topological_Spaces.thy,5325,390,2291,36,1107,0,0.9845,0.9845
Basic_BNFs.thy,276,12,127,2,52,0,0.9845,0.9845
Analysis/Set_Integral.thy,1943,104,947,15,474,0,0.9844,0.9844
Algebra/Divisibility.thy,2942,197,1317,21,637,0,0.9843,0.9843
Vector_Spaces.thy,1789,112,877,14,438,0,0.9843,0.9843
Nonstandard_Analysis/HTranscendental.thy,543,38,62,1,54,0,0.9841,0.9841
Nonstandard_Analysis/NSA.thy,1673,326,246,4,395,0,0.984,0.984
Library/Dlist.thy,323,30,61,1,45,0,0.9839,0.9839
Algebra/FiniteProduct.thy,652,52,294,5,121,0,0.9833,0.9833
Analysis/Infinite_Products.thy,2429,145,1235,21,569,0,0.9833,0.9833
Data_Structures/Height_Balanced_Tree.thy,352,19,174,3,46,0,0.9831,0.9831
Analysis/Convex_Euclidean_Space.thy,2154,132,976,17,467,0,0.9829,0.9829
Number_Theory/Quadratic_Reciprocity.thy,489,38,224,4,116,0,0.9825,0.9825
Library/FuncSet.thy,847,120,276,5,190,0,0.9822,0.9822
Analysis/Summation_Tests.thy,916,58,603,11,233,0,0.9821,0.9821
Library/Tree_Real.thy,115,10,55,1,29,0,0.9821,0.9821
Series.thy,1355,151,549,10,293,0,0.9821,0.9821
Data_Structures/Interval_Tree.thy,302,11,109,2,46,0,0.982,0.982
Computational_Algebra/Fundamental_Theorem_Algebra.thy,947,48,542,10,219,0,0.9819,0.9819
Algebra/Generated_Rings.thy,154,12,54,1,29,0,0.9818,0.9818
Analysis/Fashoda_Theorem.thy,629,15,270,5,131,0,0.9818,0.9818
Partial_Function.thy,467,26,215,4,78,0,0.9817,0.9817
Library/Bourbaki_Witt_Fixpoint.thy,406,39,210,4,86,0,0.9813,0.9813
Analysis/Caratheodory.thy,901,36,521,10,207,0,0.9812,0.9812
Analysis/Elementary_Normed_Spaces.thy,1819,105,469,9,240,0,0.9812,0.9812
Complete_Partial_Order.thy,360,26,151,3,51,0,0.9805,0.9805
Rat.thy,1196,160,252,5,251,0,0.9805,0.9805
Library/Discrete_Functions.thy,430,38,250,5,111,0,0.9804,0.9804
Library/Landau_Symbols.thy,2307,233,998,20,473,0,0.9804,0.9804
Complex.thy,1509,283,348,7,369,0,0.9803,0.9803
Archimedean_Field.thy,914,164,242,5,224,0,0.9798,0.9798
Limits.thy,3354,283,677,14,436,0,0.9797,0.9797
Probability/Giry_Monad.thy,1815,135,870,18,388,0,0.9797,0.9797
Decision_Procs/Reflected_Multivariate_Polynomial.thy,2039,145,811,17,408,0,0.9795,0.9795
Map.thy,987,148,286,6,198,0,0.9795,0.9795
Library/Confluent_Quotient.thy,175,9,95,2,47,0,0.9794,0.9794
Algebra/Ideal.thy,798,56,326,7,174,0,0.979,0.979
Analysis/Change_Of_Vars.thy,3506,49,1770,38,707,0,0.979,0.979
Analysis/Henstock_Kurzweil_Integration.thy,7623,359,2844,64,1307,0,0.978,0.978
Topological_Spaces.thy,4001,441,1335,30,797,0,0.978,0.978
Algebra/Subrings.thy,501,35,177,4,94,0,0.9779,0.9779
Analysis/Improper_Integral.thy,2274,32,1325,30,520,0,0.9779,0.9779
Algebra/Group.thy,1777,210,573,13,378,0,0.9778,0.9778
Analysis/Infinite_Set_Sum.thy,1393,96,602,14,330,0,0.9773,0.9773
Analysis/Path_Connected.thy,4164,440,1395,33,893,0,0.9769,0.9769
Data_Structures/AVL_Bal2_Set.thy,219,14,42,1,17,0,0.9767,0.9767
Library/RBT_Impl.thy,3088,279,1046,25,591,0,0.9767,0.9767
Analysis/Nonnegative_Lebesgue_Integration.thy,2668,162,1126,27,481,0,0.9766,0.9766
Analysis/Retracts.thy,2522,136,979,24,546,0,0.9761,0.9761
Complex_Analysis/Winding_Numbers.thy,2341,82,1184,29,563,0,0.9761,0.9761
Analysis/Vitali_Covering_Theorem.thy,660,10,404,10,136,0,0.9758,0.9758
HOLCF/Deflation.thy,400,43,161,4,97,0,0.9758,0.9758
Real.thy,1850,168,679,17,365,0,0.9756,0.9756
Analysis/Topology_Euclidean_Space.thy,2516,199,1117,28,530,0,0.9755,0.9755
Analysis/Radon_Nikodym.thy,1130,32,739,19,294,0,0.9749,0.9749
Library/Extended_Real.thy,4017,494,1164,30,777,0,0.9749,0.9749
Analysis/Finite_Product_Measure.thy,1374,88,444,12,210,0,0.9737,0.9737
Analysis/Brouwer_Fixpoint.thy,2537,101,1279,35,592,0,0.9734,0.9734
Analysis/Extended_Real_Limits.thy,1726,85,1089,30,553,0,0.9732,0.9732
Analysis/Lipschitz.thy,848,52,400,11,202,0,0.9732,0.9732
Library/Complemented_Lattices.thy,273,28,72,2,50,0,0.973,0.973
Order_Relation.thy,666,57,288,8,123,0,0.973,0.973
Analysis/Arcwise_Connected.thy,2429,46,1507,42,628,0,0.9729,0.9729
Analysis/Regularity.thy,393,1,316,9,127,0,0.9723,0.9723
MicroJava/DFA/SemilatAlg.thy,182,12,104,3,32,0,0.972,0.972
Quotient_Examples/Quotient_FSet.thy,1135,130,240,7,225,0,0.9717,0.9717
Real_Vector_Spaces.thy,2521,192,649,19,365,0,0.9716,0.9716
Factorial.thy,421,67,102,3,90,0,0.9714,0.9714
Probability/Sinc_Integral.thy,404,25,170,5,88,0,0.9714,0.9714
Algebra/Ideal_Product.thy,616,20,404,12,120,0,0.9712,0.9712
Number_Theory/Fib.thy,320,28,135,4,73,0,0.9712,0.9712
Analysis/Locally.thy,1126,73,496,15,217,0,0.9706,0.9706
Analysis/Equivalence_Measurable_On_Borel.thy,1819,59,921,28,380,0,0.9705,0.9705
Data_Structures/Tree23_of_List.thy,160,19,32,1,26,0,0.9697,0.9697
Combinatorics/Multiset_Permutations.thy,515,58,157,5,94,0,0.9691,0.9691
Analysis/Polytope.thy,4010,208,1987,64,975,0,0.9688,0.9688
SPARK/Manual/Example_Verification.thy,251,5,31,1,9,0,0.9688,0.9688
Probability/Probability_Measure.thy,1331,104,495,16,250,0,0.9687,0.9687
Complex_Analysis/Conformal_Mappings.thy,2024,44,920,30,460,0,0.9684,0.9684
Probability/Essential_Supremum.thy,138,15,60,2,35,0,0.9677,0.9677
Quotient.thy,875,104,119,4,131,0,0.9675,0.9675
Probability/Tree_Space.thy,399,25,208,7,87,0,0.9674,0.9674
Probability/SPMF.thy,2755,368,1007,34,662,0,0.9673,0.9673
Lattices_Big.thy,1151,128,413,14,227,0,0.9672,0.9672
ex/Ballot.thy,312,22,118,4,60,0,0.9672,0.9672
Imperative_HOL/Heap_Monad.thy,702,64,88,3,81,0,0.967,0.967
Library/Set_Idioms.thy,715,76,260,9,158,0,0.9665,0.9665
Quotient_Examples/Quotient_Message.thy,351,37,28,1,51,0,0.9655,0.9655
Probability/Probability_Mass_Function.thy,2590,255,1031,37,564,0,0.9654,0.9654
Analysis/ex/Approximations.thy,723,42,278,10,124,0,0.9653,0.9653
Presburger.thy,561,34,278,10,132,0,0.9653,0.9653
Analysis/Uniform_Limit.thy,1100,72,470,17,184,0,0.9651,0.9651
Library/Float.thy,2332,251,714,26,487,0,0.9649,0.9649
Nominal/Examples/Standardization.thy,816,67,381,14,187,0,0.9646,0.9646
Analysis/Complex_Transcendental.thy,4730,472,1829,68,1081,0,0.9642,0.9642
Probability/Projective_Limit.thy,488,8,320,12,131,0,0.9639,0.9639
Complex_Analysis/Riemann_Mapping.thy,1646,34,531,20,238,0,0.9637,0.9637
Probability/Weak_Convergence.thy,422,17,159,6,80,0,0.9636,0.9636
Analysis/Lindelof_Spaces.thy,275,16,131,5,54,0,0.9632,0.9632
Analysis/Affine.thy,1316,104,463,18,280,0,0.9626,0.9626
Analysis/Tagged_Division.thy,2322,111,1025,40,486,0,0.9624,0.9624
Analysis/Sum_Topology.thy,166,18,51,2,36,0,0.9623,0.9623
Homology/Homology_Groups.thy,2532,103,1047,41,463,0,0.9623,0.9623
Data_Structures/Leftist_Heap_List.thy,179,16,76,3,43,0,0.962,0.962
Wellfounded.thy,1514,151,638,27,220,0,0.9594,0.9594
Library/Order_Continuity.thy,448,27,258,11,76,0,0.9591,0.9591
Probability/Conditional_Expectation.thy,1351,54,772,33,422,0,0.959,0.959
Analysis/Cartesian_Space.thy,1305,7,70,3,27,0,0.9589,0.9589
Analysis/Lebesgue_Measure.thy,1718,127,667,29,343,0,0.9583,0.9583
Fun.thy,1450,258,340,15,318,0,0.9577,0.9577
Complex_Analysis/Cauchy_Integral_Formula.thy,2923,104,1400,63,669,0,0.9569,0.9569
Decision_Procs/Reflective_Field.thy,929,27,177,8,55,0,0.9568,0.9568
Algebra/Generated_Fields.thy,185,13,66,3,34,0,0.9565,0.9565
Algebra/RingHom.thy,217,12,88,4,45,0,0.9565,0.9565
Probability/Independent_Family.thy,1409,45,801,37,259,0,0.9558,0.9558
Nonstandard_Analysis/HDeriv.thy,351,40,64,3,61,0,0.9552,0.9552
Analysis/Homeomorphism.thy,2328,17,531,25,242,0,0.955,0.955
Complex_Analysis/Cauchy_Integral_Theorem.thy,1634,45,697,33,346,0,0.9548,0.9548
Analysis/Weierstrass_Theorems.thy,1437,66,738,35,347,0,0.9547,0.9547
Analysis/Product_Vector.thy,842,50,336,16,161,0,0.9545,0.9545
IMP/Finite_Reachable.thy,162,14,84,4,33,0,0.9545,0.9545
Combinatorics/Perm.thy,805,66,350,17,191,0,0.9537,0.9537
Probability/Levy.thy,508,6,300,15,129,0,0.9524,0.9524
Probability/Infinite_Product_Measure.thy,441,36,198,10,98,0,0.9519,0.9519
Complex_Analysis/Complex_Residues.thy,563,24,328,17,142,0,0.9507,0.9507
Analysis/Homotopy.thy,5557,310,2365,123,1168,0,0.9506,0.9506
Library/Time_Manual.thy,282,5,19,1,13,0,0.95,0.95
Quickcheck_Narrowing.thy,336,7,19,1,10,0,0.95,0.95
Number_Theory/Gauss.thy,385,50,132,7,100,0,0.9496,0.9496
Number_Theory/Residues.thy,571,45,243,13,121,0,0.9492,0.9492
Library/While_Combinator.thy,563,36,261,14,95,0,0.9491,0.9491
Algebra/QuotRing.thy,1072,64,494,27,245,0,0.9482,0.9482
Data_Structures/AA_Set.thy,510,38,201,11,81,0,0.9481,0.9481
Data_Structures/Tries_Binary.thy,348,34,73,4,41,0,0.9481,0.9481
Algebra/Generated_Groups.thy,715,71,291,16,133,0,0.9479,0.9479
Filter.thy,2129,261,704,39,421,0,0.9475,0.9475
Probability/Distribution_Functions.thy,304,30,107,6,54,0,0.9469,0.9469
Quotient_Examples/Quotient_Int.thy,281,12,53,3,41,0,0.9464,0.9464
Analysis/Jordan_Curve.thy,659,6,316,18,171,0,0.9461,0.9461
Data_Structures/Array_Braun.thy,718,65,209,12,115,0,0.9457,0.9457
Nonstandard_Analysis/Examples/NSPrimes.thy,223,31,52,3,44,0,0.9455,0.9455
Library/Poly_Mapping.thy,1814,98,449,26,231,0,0.9453,0.9453
Metis_Examples/Sets.thy,205,14,121,7,61,0,0.9453,0.9453
Cardinals/Cardinal_Arithmetic.thy,333,48,120,7,79,0,0.9449,0.9449
Probability/Characteristic_Functions.thy,554,31,240,14,104,0,0.9449,0.9449
Computational_Algebra/Euclidean_Algorithm.thy,705,24,291,17,112,0,0.9448,0.9448
Random.thy,191,9,34,2,16,0,0.9444,0.9444
Types_To_Sets/Examples/Group_On_With.thy,527,38,152,9,101,0,0.9441,0.9441
Analysis/Determinants.thy,1125,53,523,31,206,0,0.944,0.944
Analysis/Binary_Product_Measure.thy,1190,80,622,37,281,0,0.9439,0.9439
Computational_Algebra/Primes.thy,1129,118,434,26,241,0,0.9435,0.9435
IMP/Def_Init_Small.thy,78,5,33,2,15,0,0.9429,0.9429
Probability/Distributions.thy,1379,91,615,38,281,0,0.9418,0.9418
Examples/Gauss_Numbers.thy,406,47,64,4,71,0,0.9412,0.9412
ex/Radix_Sort.thy,111,7,48,3,20,0,0.9412,0.9412
Data_Structures/AA_Map.thy,229,8,143,9,41,0,0.9408,0.9408
Nonstandard_Analysis/Free_Ultrafilter.thy,203,19,63,4,31,0,0.9403,0.9403
Library/Word.thy,4624,600,341,22,597,0,0.9394,0.9394
SPARK/Examples/RIPEMD-160/Round.thy,467,6,93,6,39,0,0.9394,0.9394
Analysis/Poly_Roots.thy,228,13,108,7,40,0,0.9391,0.9391
Num.thy,1571,257,104,7,225,0,0.9369,0.9369
Library/Interval.thy,837,84,252,17,160,0,0.9368,0.9368
MicroJava/BV/LBVJVM.thy,315,7,162,11,56,0,0.9364,0.9364
Analysis/Cartesian_Euclidean_Space.thy,562,42,73,5,53,0,0.9359,0.9359
Analysis/Line_Segment.thy,1087,138,335,23,229,0,0.9358,0.9358
Data_Structures/Binomial_Heap.thy,628,49,160,11,93,0,0.9357,0.9357
Analysis/Function_Metric.thy,387,4,242,17,118,0,0.9344,0.9344
Analysis/Lebesgue_Integral_Substitution.thy,407,5,241,17,99,0,0.9341,0.9341
Analysis/Function_Topology.thy,1664,52,887,63,324,0,0.9337,0.9337
Complex_Analysis/Contour_Integration.thy,1960,139,477,34,302,0,0.9335,0.9335
Code_Numeral.thy,1628,145,56,4,169,0,0.9333,0.9333
Number_Theory/Eratosthenes.thy,387,26,168,12,75,0,0.9333,0.9333
Predicate.thy,739,88,126,9,121,0,0.9333,0.9333
Proofs/Extraction/Util.thy,95,3,69,5,16,0,0.9324,0.9324
Algebra/Product_Groups.thy,481,20,230,17,93,0,0.9312,0.9312
Imperative_HOL/ex/Imperative_Quicksort.thy,670,22,338,25,101,0,0.9311,0.9311
Orderings.thy,1618,190,294,22,178,0,0.9304,0.9304
Examples/Functions.thy,520,11,40,3,29,0,0.9302,0.9302
Analysis/Derivative.thy,3607,112,692,52,342,0,0.9301,0.9301
Algebra/Free_Abelian_Groups.thy,756,35,385,29,159,0,0.93,0.93
Isar_Examples/Hoare.thy,413,31,93,7,40,0,0.93,0.93
Library/Finite_Map.thy,1428,261,184,14,331,0,0.9293,0.9293
Homology/Simplices.thy,3289,172,1358,104,583,0,0.9289,0.9289
Library/Liminf_Limsup.thy,633,60,260,20,124,0,0.9286,0.9286
Algebra/Elementary_Groups.thy,591,63,193,15,115,0,0.9279,0.9279
Algebra/Galois_Connection.thy,423,42,115,9,87,0,0.9274,0.9274
Probability/Fin_Map.thy,1359,83,725,57,259,0,0.9271,0.9271
BNF_Greatest_Fixpoint.thy,309,67,38,3,77,0,0.9268,0.9268
Analysis/Convex.thy,2775,173,501,40,325,0,0.9261,0.9261
Nominal/Examples/CR_Takahashi.thy,312,29,62,5,52,0,0.9254,0.9254
SMT.thy,907,61,49,4,54,0,0.9245,0.9245
Homology/Invariance_of_Domain.thy,3044,64,1536,126,703,0,0.9242,0.9242
Analysis/T1_Spaces.thy,756,68,301,25,152,0,0.9233,0.9233
Types_To_Sets/Examples/Linear_Algebra_On_With.thy,320,28,24,2,31,0,0.9231,0.9231
Enum.thy,1161,47,225,19,108,0,0.9221,0.9221
Imperative_HOL/ex/Linked_Lists.thy,968,55,520,44,203,0,0.922,0.922
Nominal/Examples/W.thy,634,46,106,9,86,0,0.9217,0.9217
IMP/Types.thy,218,10,58,5,18,0,0.9206,0.9206
Proofs/Lambda/WeakNorm.thy,445,9,217,19,83,0,0.9195,0.9195
Probability/Projective_Family.thy,691,44,337,30,138,0,0.9183,0.9183
Library/Option_ord.thy,455,24,178,16,95,0,0.9175,0.9175
Analysis/Product_Topology.thy,701,57,315,29,133,0,0.9157,0.9157
Modules.thy,960,116,314,29,206,0,0.9155,0.9155
Library/Lattice_Constructions.thy,489,24,118,11,78,0,0.9147,0.9147
MicroJava/BV/JVMType.thy,457,45,137,13,68,0,0.9133,0.9133
Auth/NS_Public.thy,201,14,21,2,17,0,0.913,0.913
Data_Structures/RBT_Set2.thy,153,8,63,6,20,0,0.913,0.913
Library/Comparator.thy,348,41,42,4,56,0,0.913,0.913
Metis_Examples/Trans_Closure.thy,65,3,21,2,10,0,0.913,0.913
Library/AList.thy,781,125,176,17,162,0,0.9119,0.9119
Transfer.thy,671,101,91,9,105,0,0.91,0.91
Data_Structures/Brother12_Set.thy,557,34,211,21,84,0,0.9095,0.9095
Library/Extended_Nonnegative_Real.thy,2010,328,330,33,410,0,0.9091,0.9091
Nominal/Examples/Type_Preservation.thy,227,14,50,5,38,0,0.9091,0.9091
Unix/Unix.thy,1046,30,270,27,93,0,0.9091,0.9091
Probability/Information.thy,1860,53,756,76,382,0,0.9087,0.9087
Data_Structures/Brother12_Map.thy,213,9,79,8,27,0,0.908,0.908
Algebra/Exponent.thy,106,5,49,5,19,0,0.9074,0.9074
Analysis/Continuum_Not_Denumerable.thy,200,12,78,8,38,0,0.907,0.907
NthRoot.thy,823,144,223,23,187,0,0.9065,0.9065
Proofs/Extraction/Euclid.thy,274,21,154,16,65,0,0.9059,0.9059
Analysis/Interval_Integral.thy,1125,70,374,39,220,0,0.9056,0.9056
Probability/Central_Limit_Theorem.thy,149,2,57,6,28,0,0.9048,0.9048
Predicate_Compile_Examples/Predicate_Compile_Tests.thy,1612,15,131,14,28,0,0.9034,0.9034
Analysis/Ordered_Euclidean_Space.thy,332,36,28,3,53,0,0.9032,0.9032
Datatype_Examples/Free_Idempotent_Monoid.thy,265,24,112,12,54,0,0.9032,0.9032
ex/Tarski.thy,746,100,158,17,133,0,0.9029,0.9029
Metis_Examples/Abstraction.thy,175,29,37,4,41,0,0.9024,0.9024
Library/Countable_Set.thy,474,91,64,7,106,0,0.9014,0.9014
Boolean_Algebras.thy,577,87,135,15,131,0,0.9,0.9
Library/DAList_Multiset.thy,470,28,153,17,58,0,0.9,0.9
Inductive.thy,542,47,224,25,92,0,0.8996,0.8996
Analysis/Finite_Cartesian_Product.thy,1274,135,219,25,214,0,0.8975,0.8975
Library/RBT_Set.thy,811,93,206,24,142,0,0.8957,0.8957
MacLaurin.thy,583,32,257,30,97,0,0.8955,0.8955
Probability/Convolution.thy,231,16,68,8,44,0,0.8947,0.8947
Analysis/Bounded_Linear_Function.thy,844,60,246,30,135,0,0.8913,0.8913
IMP/Big_Step.thy,289,16,73,9,28,0,0.8902,0.8902
Analysis/Smooth_Paths.thy,535,20,121,15,60,0,0.8897,0.8897
BNF_Least_Fixpoint.thy,205,31,54,7,40,0,0.8852,0.8852
Proofs/Extraction/Warshall.thy,256,10,160,21,35,0,0.884,0.884
Algebra/IntRing.thy,367,20,99,13,55,0,0.8839,0.8839
IMP/Abs_Int0.thy,489,47,98,13,71,0,0.8829,0.8829
Bali/Evaln.thy,833,30,244,33,89,0,0.8809,0.8809
Library/FSet.thy,2018,371,168,23,441,0,0.8796,0.8796
Library/Interval_Float.thy,361,51,42,6,66,0,0.875,0.875
TPTP/TPTP_Proof_Reconstruction.thy,2284,34,48,7,38,0,0.8727,0.8727
Real_Asymp/Real_Asymp_Examples.thy,727,121,27,4,123,0,0.871,0.871
Homology/Brouwer_Degree.thy,1695,87,623,93,303,0,0.8701,0.8701
Quotient_Examples/DList.thy,298,47,26,4,59,0,0.8667,0.8667
Probability/ex/Koepf_Duermuth_Countermeasure.thy,493,26,187,29,79,0,0.8657,0.8657
Library/Quotient_List.thy,199,26,38,6,33,0,0.8636,0.8636
Algebra/Exact_Sequence.thy,471,25,169,27,94,0,0.8622,0.8622
IMP/Small_Step.thy,200,12,80,13,28,0,0.8602,0.8602
Quickcheck_Examples/Completeness.thy,217,5,79,13,19,0,0.8587,0.8587
Datatype_Examples/Derivation_Trees/Parallel_Composition.thy,146,10,54,9,22,0,0.8571,0.8571
Bali/WellForm.thy,3001,119,1196,200,335,0,0.8567,0.8567
Library/Tree.thy,466,73,88,15,95,0,0.8544,0.8544
Record.thy,469,43,41,7,49,0,0.8542,0.8542
Analysis/Embed_Measure.thy,407,34,190,33,79,0,0.852,0.852
Datatype_Examples/FAE_Sequence.thy,137,14,44,8,39,0,0.8462,0.8462
Nonstandard_Analysis/StarDef.thy,938,127,66,12,174,0,0.8462,0.8462
IMP/Sec_TypingT.thy,213,7,124,23,55,0,0.8435,0.8435
Library/Nonpos_Ints.thy,394,76,97,18,99,0,0.8435,0.8435
Analysis/Continuous_Extension.thy,524,9,228,43,85,0,0.8413,0.8413
Library/State_Monad.thy,247,39,21,4,41,0,0.84,0.84
MicroJava/BV/Effect.thy,399,32,73,14,42,0,0.8391,0.8391
ex/veriT_Preprocessing.thy,476,1,10,2,1,0,0.8333,0.8333
Wfrec.thy,121,11,29,6,14,0,0.8286,0.8286
Cardinals/Bounded_Set.thy,230,22,53,11,40,0,0.8281,0.8281
ex/Cubic_Quartic.thy,162,5,48,10,16,0,0.8276,0.8276
Matrix_LP/SparseMatrix.thy,921,115,240,51,157,0,0.8247,0.8247
ex/Gauge_Integration.thy,624,43,270,58,113,0,0.8232,0.8232
IMP/Sec_Typing.thy,252,7,134,29,57,0,0.8221,0.8221
IMP/Abs_Int1.thy,268,27,60,13,40,0,0.8219,0.8219
Algebra/Module.thy,252,15,68,15,29,0,0.8193,0.8193
Probability/Stream_Space.thy,669,55,263,58,115,0,0.8193,0.8193
Proofs/Lambda/StrongNorm.thy,285,8,176,39,67,0,0.8186,0.8186
Algebra/Order.thy,657,84,54,12,96,0,0.8182,0.8182
Library/Confluence.thy,77,13,9,2,14,0,0.8182,0.8182
Data_Structures/Tree234_Set.thy,521,53,22,5,56,0,0.8148,0.8148
Analysis/Abstract_Euclidean_Space.thy,408,29,155,36,71,0,0.8115,0.8115
Nominal/Examples/CK_Machine.thy,587,39,43,10,52,0,0.8113,0.8113
Data_Structures/Tree23_Set.thy,382,40,20,5,43,0,0.8,0.8
Fun_Def.thy,338,32,56,14,40,0,0.8,0.8
Library/Code_Lazy.thy,134,4,4,1,4,0,0.8,0.8
Matrix_LP/LP.thy,164,5,83,21,38,0,0.7981,0.7981
IMP/Collecting.thy,216,21,68,18,36,0,0.7907,0.7907
Bali/DeclConcepts.thy,2348,161,508,135,226,0,0.79,0.79
Hoare/Hoare_Logic.thy,215,14,30,8,20,0,0.7895,0.7895
Hoare/Hoare_Logic_Abort.thy,236,15,30,8,21,0,0.7895,0.7895
IMP/Abs_Int2_ivl.thy,446,37,86,23,70,0,0.789,0.789
Hoare/SchorrWaite.thy,575,28,253,69,85,0,0.7857,0.7857
Proofs/ex/Hilbert_Classical.thy,237,3,157,43,6,0,0.785,0.785
Library/Numeral_Type.thy,589,52,72,20,84,0,0.7826,0.7826
Corec_Examples/LFilter.thy,102,7,32,9,11,0,0.7805,0.7805
Relation.thy,1701,428,34,10,407,0,0.7727,0.7727
IMP/Abs_State.thy,168,15,27,8,26,0,0.7714,0.7714
Imperative_HOL/ex/SatChecker.thy,709,34,178,53,66,0,0.7706,0.7706
HOLCF/Up.thy,258,25,70,21,38,0,0.7692,0.7692
HOLCF/Map_Functions.thy,495,45,169,51,108,0,0.7682,0.7682
HOLCF/Tutorial/New_Domain.thy,91,1,16,5,3,0,0.7619,0.7619
Nonstandard_Analysis/NatStar.thy,210,41,20,7,44,0,0.7407,0.7407
MicroJava/BV/BVSpecTypeSafe.thy,1364,45,450,163,158,0,0.7341,0.7341
Library/Uprod.thy,221,24,40,15,53,0,0.7273,0.7273
HOLCF/IOA/TL.thy,171,20,42,16,21,0,0.7241,0.7241
Nominal/Examples/LocalWeakening.thy,178,8,26,10,22,0,0.7222,0.7222
IMP/Complete_Lattice.thy,49,4,5,2,6,0,0.7143,0.7143
Nominal/Examples/Lam_Funs.thy,150,6,10,4,12,0,0.7143,0.7143
Nominal/Examples/Class1.thy,4881,229,2221,891,950,0,0.7137,0.7137
IMP/Abs_Int2.thy,238,18,57,23,32,0,0.7125,0.7125
Algebra/AbelCoset.thy,729,103,29,12,102,0,0.7073,0.7073
Library/BNF_Corec.thy,218,37,12,5,38,0,0.7059,0.7059
Algebra/Bij.thy,128,15,19,8,18,0,0.7037,0.7037
Auth/Guard/Guard_Shared.thy,202,34,18,8,40,0,0.6923,0.6923
Imperative_HOL/ex/Congproc_Ex.thy,530,13,18,8,14,0,0.6923,0.6923
MicroJava/BV/JVM.thy,284,6,106,48,37,0,0.6883,0.6883
Datatype_Examples/Derivation_Trees/Gram_Lang.thy,1360,141,356,164,226,0,0.6846,0.6846
Proofs/Lambda/LambdaType.thy,308,23,92,43,37,0,0.6815,0.6815
ex/BigO.thy,504,77,109,52,106,0,0.677,0.677
Proofs/Lambda/Eta.thy,391,28,178,85,70,0,0.6768,0.6768
Analysis/Cross3.thy,223,38,30,15,42,0,0.6667,0.6667
IMP/Vars.thy,116,8,6,3,8,0,0.6667,0.6667
Library/Code_Target_Nat.thy,248,40,2,1,40,0,0.6667,0.6667
Matrix_LP/ComputeFloat.thy,241,59,18,9,58,0,0.6667,0.6667
MicroJava/DFA/Opt.thy,292,18,93,48,28,0,0.6596,0.6596
IMP/Hoare_Total.thy,243,18,68,37,28,0,0.6476,0.6476
Proofs/Extraction/Higman.thy,328,18,132,73,38,0,0.6439,0.6439
Proofs/Lambda/Commutation.thy,271,18,85,48,25,0,0.6391,0.6391
IMP/Hoare_Total_EX2.thy,233,19,58,33,33,0,0.6374,0.6374
Lifting_Set.thy,373,53,52,31,58,0,0.6265,0.6265
Bali/AxCompl.thy,1507,51,565,343,111,0,0.6222,0.6222
Nominal/Examples/Height.thy,76,2,16,10,8,0,0.6154,0.6154
IMP/Hoare_Total_EX.thy,179,14,49,31,22,0,0.6125,0.6125
Proofs/Lambda/NormalForm.thy,233,21,77,50,32,0,0.6063,0.6063
HOLCF/Bifinite.thy,287,23,49,32,37,0,0.6049,0.6049
HOLCF/Representable.thy,676,27,64,42,54,0,0.6038,0.6038
MicroJava/J/Exceptions.thy,61,4,9,6,4,0,0.6,0.6
