rel,domain,goals,oneliners,structured,has_sorry
MicroJava/Comp/CorrComp.thy,MicroJava,57,20,37,0
MicroJava/DFA/LBVSpec.thy,MicroJava,32,20,12,0
Nitpick_Examples/Typedef_Nits.thy,Nitpick_Examples,36,20,2,1
Nominal/Examples/SN.thy,Nominal,30,20,10,0
Number_Theory/Eratosthenes.thy,Number_Theory,26,20,6,0
Number_Theory/Pocklington.thy,Number_Theory,51,20,31,0
Statespace/StateSpaceEx.thy,Statespace,22,20,1,1
ex/Set_Theory.thy,ex,22,20,2,0
Algebra/Subrings.thy,Algebra,35,19,16,0
Analysis/Equivalence_Measurable_On_Borel.thy,Analysis,59,19,40,0
Cardinals/Bounded_Set.thy,Cardinals,22,19,3,0
Data_Structures/List_Ins_Del.thy,Data_Structures,20,19,1,0
Decision_Procs/Approximation.thy,Decision_Procs,33,19,14,0
Decision_Procs/Reflective_Field.thy,Decision_Procs,26,19,7,0
Eisbach/Tests.thy,Eisbach,27,19,8,0
IMP/Abs_Int1.thy,IMP,27,19,8,0
IMP/Sem_Equiv.thy,IMP,21,19,2,0
Library/IArray.thy,Library,20,19,1,0
Library/NList.thy,Library,21,19,2,0
Library/Quotient_List.thy,Library,26,19,7,0
Library/RBT_Mapping.thy,Library,22,19,3,0
Meson.thy,.,26,19,7,0
MicroJava/Comp/TypeInf.thy,MicroJava,20,19,1,0
Number_Theory/Fib.thy,Number_Theory,28,19,9,0
Probability/Infinite_Product_Measure.thy,Probability,36,19,17,0
ZF/Games.thy,ZF,62,19,43,0
ex/Word_Msb.thy,ex,20,19,1,0
Analysis/Bounded_Continuous_Function.thy,Analysis,22,18,4,0
Data_Structures/Leftist_Heap.thy,Data_Structures,21,18,3,0
HOLCF/Library/List_Cpo.thy,HOLCF,27,18,9,0
Hull.thy,.,20,18,2,0
Library/DAList_Multiset.thy,Library,28,18,10,0
Library/Going_To_Filter.thy,Library,18,18,0,0
Library/Saturated.thy,Library,20,18,2,0
Numeral_Simprocs.thy,.,18,18,0,0
Probability/Distribution_Functions.thy,Probability,30,18,12,0
Proofs/Lambda/Lambda.thy,Proofs,22,18,4,0
SPARK/Examples/Liseq/Longest_Increasing_Subsequence.thy,SPARK,37,18,19,0
UNITY/Project.thy,UNITY,75,18,57,0
ATP.thy,.,17,17,0,0
Algebra/Indexed_Polynomials.thy,Algebra,32,17,15,0
Analysis/Arcwise_Connected.thy,Analysis,46,17,29,0
Auth/Shared.thy,Auth,24,17,7,0
Datatype_Examples/Free_Idempotent_Monoid.thy,Datatype_Examples,24,17,7,0
HOLCF/IOA/Seq.thy,HOLCF,26,17,9,0
Library/Code_Abstract_Char.thy,Library,21,17,4,0
Library/Periodic_Fun.thy,Library,20,17,3,0
MicroJava/Comp/LemmasComp.thy,MicroJava,35,17,18,0
NanoJava/State.thy,NanoJava,22,17,5,0
Nominal/Examples/Class2.thy,Nominal,112,17,95,0
Probability/Stopping_Time.thy,Probability,25,17,8,0
ex/Reflection_Examples.thy,ex,41,17,23,1
Algebra/Free_Abelian_Groups.thy,Algebra,35,16,19,0
Analysis/Harmonic_Numbers.thy,Analysis,34,16,18,0
Auth/Guard/List_Msg.thy,Auth,16,16,0,0
Auth/OtwayRees.thy,Auth,28,16,12,0
Auth/OtwayReesBella.thy,Auth,26,16,10,0
Auth/Yahalom2.thy,Auth,26,16,10,0
Cardinals/Wellorder_Embedding.thy,Cardinals,16,16,0,0
Data_Structures/Tree23_of_List.thy,Data_Structures,19,16,3,0
Hoare/Heap.thy,Hoare,28,16,12,0
Hoare/SepLogHeap.thy,Hoare,17,16,1,0
Hoare_Parallel/OG_Tactics.thy,Hoare_Parallel,39,16,23,0
IMP/ACom.thy,IMP,20,16,4,0
Lattice/Bounds.thy,Lattice,26,16,10,0
Library/Z2.thy,Library,17,16,1,0
MicroJava/BV/BVExample.thy,MicroJava,37,16,21,0
Number_Theory/Euler_Criterion.thy,Number_Theory,24,16,8,0
Probability/Conditional_Expectation.thy,Probability,54,16,38,0
Proofs/Lambda/Eta.thy,Proofs,28,16,12,0
Quotient_Examples/Lift_FSet.thy,Quotient_Examples,21,16,5,0
Sum_Type.thy,.,26,16,10,0
UNITY/Rename.thy,UNITY,55,16,39,0
ex/Ballot.thy,ex,22,16,6,0
ex/Tree23.thy,ex,22,16,5,1
Analysis/Abstract_Euclidean_Space.thy,Analysis,29,15,14,0
Bali/AxCompl.thy,Bali,48,15,33,0
Binomial_Plus.thy,.,34,15,19,0
HOLCF/Bifinite.thy,HOLCF,23,15,8,0
HOLCF/Completion.thy,HOLCF,30,15,15,0
HOLCF/Lift.thy,HOLCF,17,15,2,0
Imperative_HOL/ex/SatChecker.thy,Imperative_HOL,34,15,19,0
Library/Code_Binary_Nat.thy,Library,15,15,0,0
MacLaurin.thy,.,32,15,17,0
Number_Theory/Residue_Primitive_Roots.thy,Number_Theory,50,15,35,0
SPARK/SPARK_Setup.thy,SPARK,19,15,4,0
Statespace/StateFun.thy,Statespace,17,15,2,1
ex/Function_Growth.thy,ex,22,15,7,0
Analysis/Change_Of_Vars.thy,Analysis,49,14,35,0
Analysis/L2_Norm.thy,Analysis,18,14,4,0
Combinatorics/Stirling.thy,Combinatorics,21,14,7,0
Computational_Algebra/Euclidean_Algorithm.thy,Computational_Algebra,24,14,10,0
Data_Structures/Height_Balanced_Tree.thy,Data_Structures,18,14,4,0
Datatype_Examples/Regex_ACI.thy,Datatype_Examples,22,14,8,0
Decision_Procs/ex/Approximation_Ex.thy,Decision_Procs,14,14,0,0
HOLCF/Algebraic.thy,HOLCF,24,14,10,0
HOLCF/Library/Defl_Bifinite.thy,HOLCF,56,14,42,0
Hoare/Pointers0.thy,Hoare,33,14,19,0
Homology/Invariance_of_Domain.thy,Homology,64,14,50,0
IMP/Collecting.thy,IMP,21,14,7,0
Isar_Examples/Hoare_Ex.thy,Isar_Examples,22,14,6,1
Lattice/Lattice.thy,Lattice,42,14,28,0
Library/AList_Mapping.thy,Library,20,14,6,0
Library/ListVector.thy,Library,19,14,5,0
Library/Time_Functions.thy,Library,14,14,0,0
Nonstandard_Analysis/Free_Ultrafilter.thy,Nonstandard_Analysis,19,14,5,0
Probability/ex/Koepf_Duermuth_Countermeasure.thy,Probability,26,14,12,0
Proofs/Extraction/Euclid.thy,Proofs,21,14,7,0
TLA/Action.thy,TLA,27,14,13,0
UNITY/PPROD.thy,UNITY,31,14,17,0
ex/SAT_Examples.thy,ex,14,14,0,0
ex/Triangular_Numbers.thy,ex,15,14,1,0
Analysis/Caratheodory.thy,Analysis,36,13,23,0
Analysis/Sum_Topology.thy,Analysis,18,13,5,0
Auth/NS_Shared.thy,Auth,32,13,19,0
Auth/Smartcard/Smartcard.thy,Auth,42,13,29,0
Auth/TLS.thy,Auth,40,13,27,0
Cardinals/Order_Union.thy,Cardinals,15,13,2,0
Complex_Analysis/Cauchy_Integral_Theorem.thy,Complex_Analysis,45,13,32,0
Data_Structures/Set2_Join_RBT.thy,Data_Structures,27,13,14,0
Datatype_Examples/Koenig.thy,Datatype_Examples,14,13,1,0
Examples/Records.thy,Examples,28,13,15,1
HOLCF/IOA/Abstraction.thy,HOLCF,43,13,30,0
HOLCF/IOA/Traces.thy,HOLCF,24,13,11,0
Hoare/Pointer_Examples.thy,Hoare,29,13,16,0
IMP/Abs_State.thy,IMP,15,13,2,0
IMP/Live.thy,IMP,16,13,3,0
Imperative_HOL/ex/Subarray.thy,Imperative_HOL,15,13,2,0
Library/Cancellation.thy,Library,13,13,0,0
Library/Predicate_Compile_Alternative_Defs.thy,Library,15,13,2,0
Library/Preorder.thy,Library,13,13,0,0
Library/Quotient_Product.thy,Library,15,13,2,0
Library/Quotient_Set.thy,Library,14,13,1,0
Library/Subseq_Order.thy,Library,13,13,0,0
MicroJava/BV/BVNoTypeError.thy,MicroJava,29,13,16,0
MicroJava/Comp/AuxLemmas.thy,MicroJava,17,13,4,0
Probability/Characteristic_Functions.thy,Probability,31,13,18,0
Probability/Independent_Family.thy,Probability,45,13,32,0
Probability/Information.thy,Probability,52,13,39,0
Proofs/Lambda/Standardization.thy,Proofs,23,13,10,0
SET_Protocol/Merchant_Registration.thy,SET_Protocol,29,13,16,0
TLA/Inc/Inc.thy,TLA,28,13,15,0
UNITY/Comp/Counter.thy,UNITY,15,13,2,0
UNITY/Comp/Priority.thy,UNITY,25,13,12,0
Auth/Guard/Guard_Yahalom.thy,Auth,19,12,7,0
Auth/Kerberos_BAN_Gets.thy,Auth,50,12,38,0
Auth/Yahalom_Bad.thy,Auth,21,12,9,0
HOLCF/FOCUS/Fstream.thy,HOLCF,29,12,17,0
HOLCF/IOA/CompoExecs.thy,HOLCF,22,12,10,0
HOLCF/IOA/TL.thy,HOLCF,19,12,7,0
HOLCF/One.thy,HOLCF,12,12,0,0
Hahn_Banach/Subspace.thy,Hahn_Banach,28,12,16,0
Hoare/Hoare_Logic_Abort.thy,Hoare,15,12,3,0
IMP/Abs_Int2.thy,IMP,18,12,6,0
Induct/Comb.thy,Induct,16,12,4,0
Isar_Examples/Mutilated_Checkerboard.thy,Isar_Examples,20,12,8,0
Lattice/Orders.thy,Lattice,17,12,5,0
Library/DAList.thy,Library,12,12,0,0
Library/Disjoint_FSets.thy,Library,13,12,1,0
Nominal/Examples/Type_Preservation.thy,Nominal,14,12,2,0
Proofs/Lambda/LambdaType.thy,Proofs,23,12,11,0
Statespace/DistinctTreeProver.thy,Statespace,24,12,12,0
UNITY/Comp/Alloc.thy,UNITY,68,12,56,0
ZF/Zet.thy,ZF,24,12,12,0
ex/Simps_Case_Conv_Examples.thy,ex,12,12,0,0
Algebra/Bij.thy,Algebra,15,11,4,0
Analysis/Radon_Nikodym.thy,Analysis,32,11,21,0
Auth/CertifiedEmail.thy,Auth,28,11,16,0
Auth/OtwayRees_AN.thy,Auth,18,11,7,0
Cardinals/Fun_More.thy,Cardinals,11,11,0,0
Complex_Analysis/Riemann_Mapping.thy,Complex_Analysis,34,11,23,0
Complex_Analysis/Weierstrass_Factorization.thy,Complex_Analysis,31,11,20,0
Computational_Algebra/Group_Closure.thy,Computational_Algebra,16,11,5,0
Datatype_Examples/Process.thy,Datatype_Examples,15,11,4,0
Examples/Functions.thy,Examples,11,11,0,0
Hoare/Hoare_Logic.thy,Hoare,14,11,3,0
IMP/Compiler.thy,IMP,13,11,2,0
IMP/Hoare_Total_EX2.thy,IMP,19,11,8,0
Imperative_HOL/ex/List_Sublist.thy,Imperative_HOL,44,11,33,0
Library/Countable.thy,Library,15,11,4,0
Library/Order_Continuity.thy,Library,27,11,16,0
Library/Product_Plus.thy,Library,14,11,3,0
NanoJava/Equivalence.thy,NanoJava,26,11,15,0
Nominal/Examples/CR.thy,Nominal,33,11,22,0
Nominal/Examples/Class3.thy,Nominal,181,11,170,0
Partial_Function.thy,.,26,11,15,0
Probability/Sinc_Integral.thy,Probability,25,11,14,0
Probability/Tree_Space.thy,Probability,25,11,14,0
Proofs/Lambda/NormalForm.thy,Proofs,21,11,10,0
Quickcheck_Examples/Quickcheck_Lattice_Examples.thy,Quickcheck_Examples,21,11,0,1
UNITY/Simple/Mutex.thy,UNITY,23,11,12,1
ex/CTL.thy,ex,22,11,11,0
ex/NatSum.thy,ex,13,11,2,0
Algebra/Zassenhaus.thy,Algebra,14,10,4,0
Analysis/Smooth_Paths.thy,Analysis,20,10,10,0
Auth/NS_Public.thy,Auth,14,10,4,0
Basic_BNFs.thy,.,12,10,2,0
Data_Structures/Leftist_Heap_List.thy,Data_Structures,16,10,6,0
Data_Structures/Tree234_Map.thy,Data_Structures,10,10,0,0
Data_Structures/Tree23_Map.thy,Data_Structures,10,10,0,0
Datatype_Examples/Stream_Processor.thy,Datatype_Examples,13,10,3,0
Examples/Adhoc_Overloading.thy,Examples,12,10,2,0
Examples/Groebner_Examples.thy,Examples,14,10,4,1
HOLCF/IOA/Asig.thy,HOLCF,10,10,0,0
IMP/Big_Step.thy,IMP,15,10,5,0
Imperative_HOL/ex/Congproc_Ex.thy,Imperative_HOL,13,10,3,0
Induct/Sexp.thy,Induct,16,10,6,0
Library/Code_Bit_Shifts_for_Arithmetic.thy,Library,10,10,0,0
Library/Confluence.thy,Library,13,10,3,0
Library/Diagonal_Subsequence.thy,Library,16,10,6,0
Library/Groups_Big_Fun.thy,Library,21,10,11,0
Library/Quotient_Sum.thy,Library,13,10,3,0
Number_Theory/Modular_Inverse.thy,Number_Theory,14,10,4,0
Predicate_Compile_Examples/Predicate_Compile_Tests.thy,Predicate_Compile_Examples,13,10,3,0
Probability/Essential_Supremum.thy,Probability,15,10,5,0
Proofs/Lambda/ListApplication.thy,Proofs,17,10,7,0
Unix/Nested_Environment.thy,Unix,18,10,8,0
Unix/Unix.thy,Unix,28,10,18,0
ex/Eval_Examples.thy,ex,10,10,0,0
Algebra/IntRing.thy,Algebra,18,9,9,0
Analysis/Fashoda_Theorem.thy,Analysis,15,9,6,0
Analysis/Improper_Integral.thy,Analysis,32,9,23,0
Analysis/Lindelof_Spaces.thy,Analysis,16,9,7,0
Auth/NS_Public_Bad.thy,Auth,14,9,5,1
Auth/OtwayRees_Bad.thy,Auth,16,9,7,1
Auth/WooLam.thy,Auth,11,9,2,1
Combinatorics/Cycles.thy,Combinatorics,28,9,19,0
Complex_Analysis/Complex_Residues.thy,Complex_Analysis,24,9,15,0
Data_Structures/AVL_Bal_Set.thy,Data_Structures,13,9,4,0
Data_Structures/AVL_Set.thy,Data_Structures,18,9,9,0
Data_Structures/RBT_Map.thy,Data_Structures,10,9,1,0
Data_Structures/Set2_Join.thy,Data_Structures,23,9,14,0
Data_Structures/Sorted_Less.thy,Data_Structures,9,9,0,0
Datatype_Examples/TLList.thy,Datatype_Examples,14,9,5,0
HOLCF/Compact_Basis.thy,HOLCF,13,9,4,0
HOLCF/IOA/CompoScheds.thy,HOLCF,30,9,19,0
HOLCF/Library/List_Predomain.thy,HOLCF,17,9,8,0
HOLCF/Powerdomains.thy,HOLCF,12,9,3,0
HOLCF/Tutorial/Fixrec_ex.thy,HOLCF,9,9,0,0
Hahn_Banach/Function_Order.thy,Hahn_Banach,10,9,1,0
IMP/Finite_Reachable.thy,IMP,14,9,5,0
IMP/Live_True.thy,IMP,15,9,6,0
Induct/Infinitely_Branching_Tree.thy,Induct,10,9,1,0
Library/Extended.thy,Library,10,9,1,0
Library/Old_Recdef.thy,Library,12,9,3,0
Library/Quotient_Option.thy,Library,11,9,2,0
Library/Tree_Multiset.thy,Library,9,9,0,0
MicroJava/BV/Typing_Framework_JVM.thy,MicroJava,20,9,11,0
MicroJava/DFA/Listn.thy,MicroJava,53,9,44,0
Predicate_Compile.thy,.,9,9,0,0
Probability/Convolution.thy,Probability,16,9,7,0
Probability/Product_PMF.thy,Probability,40,9,31,0
TLA/Memory/Memory.thy,TLA,14,9,5,0
ex/PER.thy,ex,19,9,10,0
ex/Peano_Axioms.thy,ex,12,9,3,0
Analysis/Metric_Arith.thy,Analysis,9,8,1,0
Analysis/Operator_Norm.thy,Analysis,20,8,12,0
Auth/Guard/Guard_OtwayRees.thy,Auth,11,8,3,0
Bali/Evaln.thy,Bali,29,8,21,0
Cardinals/Wellorder_Extension.thy,Cardinals,11,8,3,0
Data_Structures/AVL_Bal2_Set.thy,Data_Structures,12,8,4,0
Data_Structures/Interval_Tree.thy,Data_Structures,11,8,3,0
Datatype_Examples/FAE_Sequence.thy,Datatype_Examples,14,8,6,0
HOLCF/Tutorial/Domain_ex.thy,HOLCF,8,8,0,0
IMP/Hoare_Sound_Complete.thy,IMP,11,8,3,0
IMP/Hoare_Total.thy,IMP,18,8,9,0
Imperative_HOL/ex/Sorted_List.thy,Imperative_HOL,14,8,6,0
Lattice/CompleteLattice.thy,Lattice,33,8,25,0
Library/Code_Cardinality.thy,Library,9,8,1,0
Library/Combine_PER.thy,Library,9,8,1,0
Library/List_Lexorder.thy,Library,8,8,0,0
Metis_Examples/Type_Encodings.thy,Metis_Examples,8,8,0,0
MicroJava/J/Conform.thy,MicroJava,45,8,37,0
MicroJava/J/JBasis.thy,MicroJava,8,8,0,0
Nitpick.thy,.,12,8,4,0
Nonstandard_Analysis/CStar.thy,Nonstandard_Analysis,8,8,0,0
SET_Protocol/Event_SET.thy,SET_Protocol,14,8,6,0
Types_To_Sets/Examples/Linear_Algebra_On.thy,Types_To_Sets,8,8,0,0
UNITY/Comp/Counterc.thy,UNITY,12,8,4,0
ex/Bit_Operation_Computations.thy,ex,8,8,0,0
ex/Code_Binary_Nat_examples.thy,ex,8,8,0,0
ex/Perm_Fragments.thy,ex,23,8,11,1
Algebra/Exact_Sequence.thy,Algebra,25,7,18,0
Algebra/Module.thy,Algebra,15,7,8,0
Analysis/Kronecker_Approximation_Theorem.thy,Analysis,24,7,17,0
Complex_Analysis/Conformal_Mappings.thy,Complex_Analysis,44,7,37,0
Data_Structures/Braun_Tree.thy,Data_Structures,15,7,8,0
Datatype_Examples/Derivation_Trees/Parallel_Composition.thy,Datatype_Examples,10,7,3,0
Decision_Procs/Conversions.thy,Decision_Procs,7,7,0,0
HOLCF/IOA/ABP/Lemmas.thy,HOLCF,7,7,0,0
HOLCF/IOA/TLS.thy,HOLCF,13,7,6,0
IMP/Fold.thy,IMP,12,7,5,0
Library/Conditional_Parametricity.thy,Library,7,7,0,0
Library/Function_Algebras.thy,Library,8,7,1,0
Metis_Examples/Sets.thy,Metis_Examples,14,7,7,0
MicroJava/BV/JType.thy,MicroJava,14,7,7,0
MicroJava/DFA/LBVComplete.thy,MicroJava,16,7,9,0
Probability/Weak_Convergence.thy,Probability,17,7,10,0
Quotient_Examples/Quotient_Int.thy,Quotient_Examples,11,7,4,0
UNITY/Comp/AllocBase.thy,UNITY,10,7,3,0
UNITY/Simple/Deadlock.thy,UNITY,8,7,1,0
UNITY/Simple/Reachability.thy,UNITY,33,7,26,0
Wfrec.thy,.,11,7,4,0
ex/Datatype_Record_Examples.thy,ex,8,7,1,0
ex/Hex_Bin_Examples.thy,ex,9,7,0,1
ex/IArray_Examples.thy,ex,7,7,0,0
Algebra/Generated_Fields.thy,Algebra,13,6,7,0
Algebra/Generated_Rings.thy,Algebra,12,6,6,0
Algebra/Left_Coset.thy,Algebra,12,6,6,0
Algebra/Product_Groups.thy,Algebra,20,6,14,0
Algebra/Solvable_Groups.thy,Algebra,12,6,6,0
Analysis/Ball_Volume.thy,Analysis,10,6,4,0
Analysis/Uncountable_Sets.thy,Analysis,12,6,6,0
Auth/Guard/Guard_NS_Public.thy,Auth,15,6,9,0
Auth/Recur.thy,Auth,25,6,19,0
Codegenerator_Test/Code_Lazy_Test.thy,Codegenerator_Test,6,6,0,0
Data_Structures/Brother12_Map.thy,Data_Structures,9,6,3,0
Data_Structures/Time_Locale_Example.thy,Data_Structures,8,6,2,0
Data_Structures/Tree_Rotations.thy,Data_Structures,13,6,6,1
Data_Structures/Tree_Set.thy,Data_Structures,6,6,0,0
Datatype_Examples/Cyclic_List.thy,Datatype_Examples,6,6,0,0
Datatype_Examples/Derivation_Trees/DTree.thy,Datatype_Examples,10,6,4,0
Decision_Procs/Commutative_Ring_Complete.thy,Decision_Procs,15,6,9,0
Examples/Ackermann.thy,Examples,8,6,2,0
Examples/Induction_Schema.thy,Examples,6,6,0,0
HOLCF/Sfun.thy,HOLCF,8,6,2,0
Hoare_Parallel/RG_Examples.thy,Hoare_Parallel,13,6,7,0
IMP/Denotational.thy,IMP,14,6,8,0
IMP/Hoare_Total_EX.thy,IMP,14,6,8,0
IMP/Vars.thy,IMP,8,6,2,0
Library/Code_Real_Approx_By_Float.thy,Library,6,6,0,0
Library/Lexord.thy,Library,8,6,2,0
Library/List_Lenlexorder.thy,Library,6,6,0,0
Library/Type_Length.thy,Library,6,6,0,0
MicroJava/DFA/SemilatAlg.thy,MicroJava,12,6,6,0
MicroJava/J/WellForm.thy,MicroJava,49,6,43,0
Nominal/Examples/Contexts.thy,Nominal,7,6,1,0
Nominal/Examples/LocalWeakening.thy,Nominal,8,6,2,0
Predicate_Compile_Examples/Hotel_Example_Prolog.thy,Predicate_Compile_Examples,11,6,0,1
Probability/Hoeffding.thy,Probability,22,6,16,0
Probability/ex/Dining_Cryptographers.thy,Probability,12,6,6,0
Real_Asymp/Manual/Real_Asymp_Doc.thy,Real_Asymp,7,6,0,1
TLA/Init.thy,TLA,6,6,0,0
TLA/Memory/MemClerk.thy,TLA,7,6,1,0
TLA/Memory/RPC.thy,TLA,6,6,0,0
UNITY/Comp/Client.thy,UNITY,15,6,9,0
UNITY/Follows.thy,UNITY,27,6,21,0
ex/Erdoes_Szekeres.thy,ex,7,6,1,0
ex/MergeSort.thy,ex,6,6,0,0
ex/Serbian.thy,ex,7,6,1,0
Analysis/Continuum_Not_Denumerable.thy,Analysis,12,5,7,0
Analysis/Generalised_Binomial_Theorem.thy,Analysis,11,5,6,0
Bali/AxSound.thy,Bali,26,5,20,1
Data_Structures/AVL_Set_Code.thy,Data_Structures,5,5,0,0
Data_Structures/RBT_Set2.thy,Data_Structures,8,5,3,0
Datatype_Examples/Derivation_Trees/Prelim.thy,Datatype_Examples,10,5,5,0
HOLCF/FOCUS/Buffer_adm.thy,HOLCF,20,5,15,0
HOLCF/IOA/CompoTraces.thy,HOLCF,24,5,17,0
Library/Code_Test.thy,Library,5,5,0,0
Library/Function_Division.thy,Library,5,5,0,0
Library/Quotient_Type.thy,Library,13,5,8,0
Library/Tree_Real.thy,Library,10,5,5,0
Metis.thy,.,5,5,0,0
MicroJava/BV/BVSpecTypeSafe.thy,MicroJava,37,5,32,0
MicroJava/DFA/Opt.thy,MicroJava,18,5,13,0
MicroJava/J/JListExample.thy,MicroJava,5,5,0,0
Nominal/Examples/Lam_Funs.thy,Nominal,6,5,1,0
Nominal/Examples/Support.thy,Nominal,9,5,4,0
Nominal/Examples/VC_Condition.thy,Nominal,9,5,4,1
Number_Theory/Mod_Exp.thy,Number_Theory,7,5,2,0
Predicate_Compile_Examples/Context_Free_Grammar_Example.thy,Predicate_Compile_Examples,10,5,0,1
Probability/Random_Permutations.thy,Probability,10,5,5,0
Probability/ex/Measure_Not_CCC.thy,Probability,9,5,4,0
Proofs/Lambda/ParRed.thy,Proofs,10,5,5,0
Quickcheck_Examples/Quickcheck_Examples.thy,Quickcheck_Examples,79,5,0,1
Quickcheck_Narrowing.thy,.,7,5,2,0
UNITY/Comp/Progress.thy,UNITY,13,5,8,0
UNITY/FP.thy,UNITY,8,5,3,0
UNITY/Simple/Reach.thy,UNITY,15,5,10,0
ZF/LProd.thy,ZF,21,5,14,1
ex/Bubblesort.thy,ex,9,5,4,0
ex/Executable_Relation.thy,ex,7,5,1,1
Analysis/Homeomorphism.thy,Analysis,17,4,13,0
Analysis/Poly_Roots.thy,Analysis,13,4,9,0
Analysis/Simplex_Content.thy,Analysis,10,4,6,0
Auth/ZhouGollmann.thy,Auth,27,4,23,0
Code_Evaluation.thy,.,4,4,0,0
Corec_Examples/LFilter.thy,Corec_Examples,7,4,3,0
Corec_Examples/Stream_Processor.thy,Corec_Examples,6,4,2,0
Data_Structures/Tree2.thy,Data_Structures,4,4,0,0
Data_Structures/Trie_Fun.thy,Data_Structures,4,4,0,0
Data_Structures/Trie_Ternary.thy,Data_Structures,7,4,2,0
Datatype_Examples/Datatype_Simproc_Tests.thy,Datatype_Examples,4,4,0,0
Datatype_Examples/Lift_BNF.thy,Datatype_Examples,6,4,2,0
Examples/Cantor.thy,Examples,8,4,4,0
Examples/Seq.thy,Examples,4,4,0,0
Extraction.thy,.,7,4,3,0
Groebner_Basis.thy,.,4,4,0,0
HOLCF/Cpodef.thy,HOLCF,18,4,14,0
HOLCF/FOCUS/FOCUS.thy,HOLCF,4,4,0,0
HOLCF/IMP/Denotational.thy,HOLCF,6,4,2,0
HOLCF/IOA/ABP/Correctness.thy,HOLCF,21,4,17,0
HOLCF/IOA/Simulations.thy,HOLCF,4,4,0,0
Hoare/Examples.thy,Hoare,24,4,20,0
Hoare/SchorrWaite.thy,Hoare,27,4,23,0
IMP/Hoare.thy,IMP,4,4,0,0
IMP/Small_Step.thy,IMP,11,4,7,0
Library/Code_Abstract_Nat.thy,Library,4,4,0,0
Library/Code_Lazy.thy,Library,4,4,0,0
Library/Quadratic_Discriminant.thy,Library,12,4,8,0
Library/Time_Manual.thy,Library,5,4,1,0
Library/Transitive_Closure_Table.thy,Library,12,4,8,0
Matrix_LP/ComputeNumeral.thy,Matrix_LP,4,4,0,0
MicroJava/Comp/TranslCompTp.thy,MicroJava,4,4,0,0
MicroJava/J/TypeRel.thy,MicroJava,22,4,18,0
MicroJava/JVM/JVMListExample.thy,MicroJava,4,4,0,0
NanoJava/TypeRel.thy,NanoJava,12,4,8,0
Nitpick_Examples/Manual_Nits.thy,Nitpick_Examples,47,4,3,1
Predicate_Compile_Examples/Specialisation_Examples.thy,Predicate_Compile_Examples,4,4,0,0
Probability/Projective_Limit.thy,Probability,8,4,4,0
Semiring_Normalization.thy,.,5,4,1,0
TPTP/THF_Arith.thy,TPTP,4,4,0,0
Types_To_Sets/Examples/Prerequisites.thy,Types_To_Sets,5,4,1,0
Types_To_Sets/Examples/T2_Spaces.thy,Types_To_Sets,8,4,4,0
UNITY/Simple/Lift.thy,UNITY,29,4,25,0
ex/Quicksort.thy,ex,5,4,1,0
ex/Residue_Ring.thy,ex,4,4,0,0
ex/ThreeDivides.thy,ex,10,4,6,0
Algebra/RingHom.thy,Algebra,12,3,9,0
Analysis/Cartesian_Space.thy,Analysis,6,3,3,0
Analysis/Continuous_Extension.thy,Analysis,9,3,6,0
Analysis/Lebesgue_Integral_Substitution.thy,Analysis,5,3,2,0
Analysis/Vitali_Covering_Theorem.thy,Analysis,10,3,7,0
Bali/Trans.thy,Bali,3,3,0,0
Codegenerator_Test/Generate_Target_Bit_Operations.thy,Codegenerator_Test,3,3,0,0
Codegenerator_Test/Generate_Target_String_Literals.thy,Codegenerator_Test,3,3,0,0
Corec_Examples/Tests/Iterate_GPV.thy,Corec_Examples,3,3,0,0
Data_Structures/AA_Map.thy,Data_Structures,8,3,5,0
Data_Structures/Tree_Map.thy,Data_Structures,3,3,0,0
Decision_Procs/DP_Library.thy,Decision_Procs,4,3,1,0
Eisbach/Examples.thy,Eisbach,21,3,18,1
Examples/Coherent.thy,Examples,3,3,0,0
HOLCF/Cprod.thy,HOLCF,3,3,0,0
HOLCF/IOA/NTP/Lemmas.thy,HOLCF,3,3,0,0
HOLCF/IOA/NTP/Multiset.thy,HOLCF,8,3,5,0
HOLCF/IOA/RefCorrectness.thy,HOLCF,19,3,16,0
HOLCF/ex/Hoare.thy,HOLCF,29,3,26,0
HOLCF/ex/Powerdomain_ex.thy,HOLCF,7,3,4,0
Hoare/ExamplesAbort.thy,Hoare,3,3,0,0
IMP/Collecting1.thy,IMP,4,3,1,0
IMP/Complete_Lattice.thy,IMP,4,3,1,0
IMP/Types.thy,IMP,9,3,6,0
Imperative_HOL/ex/Imperative_Quicksort.thy,Imperative_HOL,22,3,19,0
Isar_Examples/Basic_Logic.thy,Isar_Examples,22,3,18,0
Library/Confluent_Quotient.thy,Library,9,3,6,0
Library/Fun_Lexorder.thy,Library,7,3,4,0
Library/Infinite_Typeclass.thy,Library,4,3,1,0
Library/Parallel.thy,Library,3,3,0,0
Library/Pattern_Aliases.thy,Library,3,3,0,0
Library/Phantom_Type.thy,Library,3,3,0,0
Library/Product_Lexorder.thy,Library,3,3,0,0
MicroJava/BV/BVSpec.thy,MicroJava,5,3,2,0
MicroJava/Comp/DefsComp.thy,MicroJava,3,3,0,0
MicroJava/DFA/Kildall.thy,MicroJava,16,3,13,0
MicroJava/DFA/LBVCorrect.thy,MicroJava,10,3,7,0
MicroJava/DFA/Product.thy,MicroJava,9,3,6,0
